true_sentiment,title
Negative,USDJPY Price Analysis Retraces after failing to crack the 200DMA
Positive,AUDUSD extends to a new session high. What next?
Positive,GBPUSD ticks to new high as clock tics to the close
Neutral,Forex Today Markets remain upbeat despite OPEC surprise output cut RBA next
Neutral,AUDUSD bulls move in for the kill but bears are lurking ahead of RBA
Positive,EURUSD reclaims 10900 after a Vshape recovery inspired by weak US Manufacturing PMI
Positive,GBPUSD bulls cheer US Dollar weakness Fed hawks’ retreat above 12400
Negative,AUDUSD aptly portrays preRBA anxiety at fiveweek top below 06800
Neutral,Japan PM Kishida Necessary to speed up private investment through green transformation bond
Negative,USDJPY bears approach 13200 as yields drop on softer US PMI downbeat Fed concerns
Positive,EURUSD Price Analysis Bulls eye 10930 key upside hurdle
Positive,GBPUSD bulls eye a higher high ahead of US Services
Positive,AUDUSD Price Analysis Further upside hinges on 06820 breakout and RBA
Negative,EURUSD bulls could be throwing in the towel at key resistance
Neutral,USDJPY Price Analysis Bounces off 13230 support confluence but upside remains elusive
Positive,GBPUSD Price Analysis Rebounds from 12400 as hawkish Fed bets recede
Neutral,EURUSD retreats towards 10850 as US Dollar traces yields US Factory Orders Eurozone PPI eyed
Neutral,Breaking RBA steers rates on a steady course at 360 in April as expected
Positive,RBA Board expects that some further tightening of monetary policy may well be needed
Negative,AUDUSD drops below 06770 as RBA keeps policy unchanged
Negative,GBPUSD faces a strong resistance at 12450 – UOB
Negative,AUDUSD extends postRBA loss to 06750 on firmer USD US Factory Orders Lowe’s speech eyed
Positive,GBPUSD Price Analysis Bulls need to cross 12430 and 12450 to keep the reins
Neutral,USDJPY Dwindling bets for a test of 13420 – UOB
Negative,GBPUSD to struggle to break 125 as BoEs Huw Pill speech could weigh on Sterling – ING
Neutral,RBA pauses but negative effect on AUD to be limited as further rate hikes are on the cards – Commerzbank
Positive,EURUSD prints 2month highs near 10940 ahead of data ECB
Neutral,EURUSD Technical Analysis
Positive,GBPUSD Technical Analysis - USD Facing Setbacks
Neutral,ECB Survey Consumer inflation expectations for next 12 months fall to 46 in February
Positive,A higher EURUSD certainly looks the direction of travel for the rest of the year – ING
Positive,USDJPY retakes 13300 ahead of US data
Neutral,AUDUSD Technical Analysis
Negative,BoE’s Tenreyro BoE might need to cut rates sooner than thought
Negative,AUDUSD Decline could extend on failure to overcome 06850 – SocGen
Neutral,Germany forecast to skirt recession – Reuters
Positive,EURUSD Decisive break above 10930 could usher in greater momentum toward 11030 – OCBC
Positive,Sterling seasonals turn bullish in April – SocGen
Neutral,PBOC Governor Yi Will safeguard Yuan financial stability to boost employment and economic growth
Positive,US Dollar stays under pressure following Monday’s slide
Positive,AUDUSD set for a race higher through the rest of 2023 but risk aversion periods will slow the advance – MUFG
Neutral,EURUSD Move beyond 10930 essential for further up move – SocGen
Positive,GBPUSD Sustained break above 12445 implies upside potential toward 130 – Scotiabank
Neutral,EURUSD should make progress toward a retest of the early 2023 peak at 11030 – Scotiabank
Positive,EURUSD Price Analysis Next up barrier of note comes at the 2023 high
Positive,EURUSD open to a push towards 11250 as ECB sticks to its guns – Credit Suisse
Neutral,BoEs Pill There is a lot of policy in the pipeline still to come through
Positive,GBPUSD hits a new YTD high above 12500 on upbeat sentiment weak US jobs data
Negative,USDJPY stays below the 200 hour moving average on the mild intraday correction
Negative,USDJPY drops to six day lows near 13150 as US yields tumble
Positive,EURUSD rises above 10900 on growing speculation for a Fed pause
Neutral,AUDUSD bears in the market but China could be its savior
Negative,Forex Today Dollar under pressure Gold jumps and US yields tumble
Negative,"Barclays expect the Swiss franc to remain resilient, should keep EURCHF around parity"
Neutral,AUDUSD prods pullback from fiveweek high near 06750 RBA’s Lowe US data eyed
Neutral,EURUSD turns sideways around 10950 as investors await US Employment for fresh impetus
Neutral,GBPUSD Price Analysis Bulls have limited room towards the north 12550 in focus
Negative,USDJPY Price Analysis Inches closer to 13070 support during threeday downtrend
Positive,EURUSD Price Analysis Bulls stay in control and eye 11050s
Positive,GBPUSD bulls stay the course and take on 12520
Positive,AUDUSD eyes to reclaim 06800 despite mixed Aussie PMIs focus on RBA’s Lowe and yields
Negative,USDJPY tests down to the 13150s as US Dollar stays soft
Neutral,RBA’s Lowe Decision to hold rates steady does not imply interest rate rises are over
Positive,AUDUSD marches towards 06800 as RBA’s Lowe tries to lure hawks US data eyed
Neutral,EURUSD clings to mild gains at twomonth high below 11000 US PMIs ADP Employment data eyed
Neutral,RBA’s Lowe Balance of risks lean toward further rate rises
Neutral,"ForexLive Asia-Pacific FX news wrap: RBNZ raises cash rate more than expected, NZD higher"
Neutral,GBPUSD treads water at multiday top near 12500 ahead of US PMI employment statistics
Positive,USDJPY traces corrective bounce in yields to approach 13200 ahead of key US data
Positive,German Factory Orders jump 48 MoM in February vs 03 expected
Negative,AUDUSD Price Analysis Reverses RBA’s Lowe inspired gains near 06730 within bullish channel
Neutral,EURUSD continues oscillation around 10960 as investors turn cautious ahead of US Employment
Neutral,EURUSD may break 110 at any time but could struggle to rally much further – ING
Neutral,GBPUSD consolidates its recent gains to multimonth top stuck in a range around 12500
Positive,EURUSD keeps the bid bias unchanged near 10970
Neutral,ECB’s Holzmann Central bank is aware of QT risks – MNI
Negative,USDJPY hangs near one week low well offered below mid13100s ahead of US data
Neutral,USDJPY Technical Analysis
Positive,GBPUSD No reasons to dislike Cable in the very near term as long as the Dollar momentum remains soft – ING
Positive,PostBrexit checks on goods from EU into UK to be reduced – Sky News
Positive,USDJPY Jumps in the Yen are likely – Commerzbank
Positive,GBPUSD to inch higher toward 12610 and perhaps even 12750 – SocGen
Neutral,ECBs Vujčić The largest part of the ratehiking cycle is behind us
Neutral,EURCHF to trade around parity for an extended period USDCHF to drop below 090 – Barclays
Positive,Downside surprise in ISM Services could deal another significant blow to the USD – TDS
Positive,GBPUSD Rally still capable of extending toward 1275000 – Scotiabank
Positive,"EURUSD surges to multi-month high, breaking key long-term technical levels"
Neutral,When is the US ADP employment report and how could it affect EURUSD
Positive,EURUSD Gains should resume on a break above 1096570 intraday – Scotiabank
Negative,USDJPY could extend lower beyond 125 – Credit Suisse
Positive,EURUSD Price Analysis Scope for further upside near term
Neutral,AUDUSD pares intraday losses holds steady around 06700 mark postADP report
Negative,USDJPY hits fresh weekly lows under 13100 after weaker than expected ADP report
Positive,EURUSD could very soon rise back toward the middle of the 1100011500 range – MUFG
Positive,GBPUSD can rise towards 12650 over the quarter – Credit Suisse
Neutral,"What technical levels are driving the EURUSD, USDJPY and GBPUSD today?"
Negative,EURUSD remains cautious and retreats from recent peaks back to 10950
Negative,CHF still enjoys “safe haven” allure but this factor will be less supportive in the coming weeks – HSBC
Neutral,VIDEO: AUDUSD rebounds off lows but retracement stalls near resistance
Neutral,EURUSD retreats to 10900 despite weakerthanexpected US data
Negative,GBPUSD struggles at 12500 retraces amidst US recession fears Fed pause
Positive,AUDUSD bulls come up for air but US Dollar shorts get paredoff
Neutral,Forex Today Dollar rebounds despite US data Yen gains amid lower yields
Positive,EURUSD rebounds from 10900 as tight US labor market cools down further
Negative,GBPUSD pullback fades around 12450 as US Dollar rebound lacks support from employment clues
Neutral,AUDUSD regains 06700 in a corrective bounce ahead of Australia trade numbers China PMI
Negative,USDJPY bears pounce in the opèn and take out 13100
Negative,EURUSD Price Analysis Bears eye a break of daily support
Neutral,GBPUSD Price Analysis Pullback remains elusive beyond 12410 support
Negative,AUDUSD Price Analysis Bears eye break below 06650
Neutral,Aussie Trade Balance leaves AUDUSD sidelined
Positive,USDJPY Price Analysis Defends 13100 as geopolitical tensions in USNorth Korea escalate
Positive,China Caixin Services PMI beats supportive of AUDUSD´s nearterm outlook
Neutral,AUDUSD struggles to cheer upbeat China PMI near 06700 amid mixed Aussie trade data recession woes
Positive,RBA’s FSR Australian banks are well capitalized profitable and highly liquid
Negative,EURUSD ignores dovish shift in Fed bets to approach 10860 support amid recession woes
Negative,GBPUSD declines towards 12400 as geopolitical tensions dampen market mood US NFP eyed
Neutral,USDJPY pares weekly loss above 13100 despite downbeat yields as recession fears propel US Dollar
Negative,EURUSD Price Analysis HS confirmation favors Euro bears around 10890
Positive,German Industrial Production rises 20 MoM in February vs 01 expected
Negative,AUDUSD skids below 06700 amid SinoUS tensions over Taiwan US NFP hogs limelight
Neutral,GBPUSD struggles for a firm intraday direction flatlines above mid12400s
Neutral,EURUSD looks vacillating around 10900
Negative,EURUSD Recent Euro strength might be unsustainable – Commerzbank
Neutral,BoE DMP Survey Oneyear CPI inflation expectations fall slightly
Neutral,Japan’s PM Kishida Not seeking imminent change in monetary policy
Neutral,ECB’s Lane May decision will depend on three factors
Positive,USDJPY recovers intraday losses amid modest USD strength remains below mid13100s
Neutral,EURUSD Challenging risk environment can keep the pair bouncing around in a 105110 range – ING
Positive,GBPUSD Moving to new highs for the year eyes on tough resistance at 1266812758 – Credit Suisse
Neutral,US Dollar stabilizes ahead of Nonfarm Payrolls report
Negative,EURUSD Euro might come under renewed pressure on higher risk perceptions – Commerzbank
Negative,USDJPY to retest 1275323 YTD low later in Q2 amid “bearish” triangle pattern – Credit Suisse
Positive,EURUSD to eventually move above its YTD high at 11035 for a test of 1118511275 – Credit Suisse
Negative,AUDUSD remains depressed below 06700 mark seems vulnerable to slide further
Neutral,GBPUSD A pause in the underlying bull trend before another push higher – Scotiabank
Positive,EURUSD Price Analysis Sustained gains seen above 10970
Neutral,EURUSD Market tilting firmly toward another 25 bps hike in June would still be EURsupportive – Scotiabank
Positive,USDJPY refreshes daily top amid notable USD demand upside potential seems limited
Negative,USDJPY to reach 124 by Q4 as the likelihood of a BoJ policy shift should accelerate Yen gains – Wells Fargo
Negative,GBPUSD sees pullback from 9month high as US jobs data deteriorated
Negative,US NFP Preview Softerthanexpected or roughly inline data to keep soft USD trend in place – Credit Suisse
Negative,EURUSD bulls retreat into NFP
Negative,AUDUSD drops for three straight days as Wall Street gains offset by risk aversion
Neutral,Forex Today NFP is the only game in town
Positive,EURUSD eyes fourth weekly gains above 10900 despite US Dollar’s bounce ahead of US NFP
